N,P,K,temperature,humidity,ph,rainfall,label,fertilizer_type,pesticide_type,irigation_level,base_yield,crop_yield(per hectre),climate_suitability,disease_risk_predcition
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,papaya,Phosphorus-Rich,Fungicide,High,469.5514671,128.180445,Medium,High
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya,Phosphorus-Rich,Fungicide,High,458.3588631,161.7840244,Medium,High
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,papaya,Phosphorus-Rich,Fungicide,High,460.6589258,-1.509293046,Low,High
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya,Phosphorus-Rich,Fungicide,High,441.0048446,-64.61180607,Low,High
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya,Phosphorus-Rich,Fungicide,High,474.4168002,192.0492652,Medium,High
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,Phosphorus-Rich,Fungicide,High,440.806016,-64.79258928,Low,High
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya,Neutral,Fungicide,High,401.7434115,163.4277863,Medium,High
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya,Neutral,Fungicide,High,418.6573432,-6.220308402,Low,High
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,papaya,Phosphorus-Rich,Fungicide,High,477.9090147,270.3325283,Medium,High
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,papaya,Phosphorus-Rich,Fungicide,High,478.8998423,105.3126317,Medium,High
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya,Phosphorus-Rich,Fungicide,High,536.4069846,338.8532689,Medium,High
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya,Neutral,Fungicide,High,467.0762688,188.0611844,Medium,High
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya,Phosphorus-Rich,Fungicide,High,560.3021325,197.4692463,Medium,High
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,papaya,Neutral,Fungicide,High,442.0523537,-38.27171551,Low,High
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya,Phosphorus-Rich,Fungicide,High,446.58323,287.2966279,Medium,High
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,papaya,Phosphorus-Rich,Fungicide,High,481.7410574,280.0296914,Medium,High
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya,Phosphorus-Rich,Fungicide,High,545.6995621,-80.31351968,Low,High
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya,Phosphorus-Rich,Fungicide,High,531.9167123,301.0574031,Medium,High
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya,Phosphorus-Rich,Fungicide,High,585.7120558,219.6108539,Medium,High
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya,Neutral,Fungicide,High,522.3523003,231.8893431,Medium,High
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya,Phosphorus-Rich,Fungicide,High,472.5876334,134.5413573,Medium,High
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,Phosphorus-Rich,Fungicide,High,551.7154481,-88.30752453,Low,High
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya,Phosphorus-Rich,Fungicide,High,474.2934652,210.1428234,Medium,High
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya,Phosphorus-Rich,Fungicide,High,569.1200314,361.0426843,Medium,High
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya,Phosphorus-Rich,Fungicide,High,539.0251903,86.83063992,Medium,High
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya,Phosphorus-Rich,Fungicide,High,585.8388545,267.5693521,Medium,High
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya,Phosphorus-Rich,Fungicide,High,581.6442964,113.9424171,Medium,High
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,papaya,Phosphorus-Rich,Fungicide,High,463.5077739,329.9141835,Medium,High
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya,Neutral,Fungicide,High,500.8208337,143.1153984,Medium,High
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,papaya,Neutral,Fungicide,High,553.7394798,81.29249414,Medium,High
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya,Neutral,Fungicide,High,446.8274322,4.590410311,Medium,High
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya,Phosphorus-Rich,Fungicide,High,497.2111025,147.2825895,Medium,High
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya,Phosphorus-Rich,Fungicide,High,495.5681234,28.20540395,Medium,High
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya,Phosphorus-Rich,Fungicide,High,468.4055317,-30.46892359,Low,High
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,papaya,Phosphorus-Rich,Fungicide,High,584.6709478,335.125416,Medium,High
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,papaya,Phosphorus-Rich,Fungicide,High,432.7696399,47.94033392,Medium,High
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya,Phosphorus-Rich,Fungicide,High,425.5796073,173.1545179,Medium,High
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,papaya,Phosphorus-Rich,Fungicide,High,489.5952754,283.8707384,Medium,High
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya,Phosphorus-Rich,Fungicide,High,485.0581773,269.9884799,Medium,High
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya,Phosphorus-Rich,Fungicide,High,494.4586315,124.6479602,Medium,High
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya,Phosphorus-Rich,Fungicide,High,488.8410051,239.1767167,Medium,High
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya,Phosphorus-Rich,Fungicide,High,586.1056078,29.71836352,Low,High
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya,Phosphorus-Rich,Fungicide,High,506.9101533,150.1990284,Medium,High
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya,Phosphorus-Rich,Fungicide,High,465.4464493,142.5956972,Medium,High
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya,Phosphorus-Rich,Fungicide,High,539.1222166,284.5261596,Medium,High
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,papaya,Phosphorus-Rich,Fungicide,High,497.35262,329.8073633,Medium,High
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,papaya,Phosphorus-Rich,Fungicide,High,532.9456258,24.91004238,Medium,High
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya,Phosphorus-Rich,Fungicide,High,537.5311784,62.17893121,Medium,High
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,papaya,Phosphorus-Rich,Fungicide,High,508.0576764,273.4930098,Medium,High
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya,Phosphorus-Rich,Fungicide,High,594.6961257,206.407863,Medium,High
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya,Phosphorus-Rich,Fungicide,High,485.6923231,-17.88393571,Low,High
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,papaya,Phosphorus-Rich,Fungicide,High,486.8200952,38.50089444,Medium,High
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya,Phosphorus-Rich,Fungicide,High,471.2411684,-10.02142449,Low,High
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya,Phosphorus-Rich,Fungicide,High,530.7049962,72.6942751,Medium,High
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,papaya,Phosphorus-Rich,Fungicide,High,469.0540547,334.1149049,Medium,High
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut,Neutral,Fungicide,High,278.6265408,146.714218,Medium,High
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,coconut,Neutral,Fungicide,High,326.0786852,177.2199109,Medium,High
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,coconut,Neutral,Fungicide,High,264.8929378,110.2265801,Medium,High
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,coconut,Neutral,Fungicide,High,206.9454228,128.7996339,Medium,High
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut,Neutral,Fungicide,High,234.5258192,81.95503327,Medium,High
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,coconut,Neutral,Fungicide,High,200.4749914,76.51398653,Medium,High
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut,Neutral,Fungicide,High,293.400957,145.5954561,Medium,High
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut,Neutral,Fungicide,High,269.7338272,162.3417822,Medium,High
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut,Neutral,Fungicide,High,322.8603491,184.3945547,Medium,High
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,coconut,Neutral,Fungicide,High,259.7210932,87.03599531,Medium,High
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,coconut,Neutral,Fungicide,High,237.8371007,114.2951483,Medium,High
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut,Neutral,Fungicide,High,266.2802819,102.4205703,Medium,High
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,coconut,Neutral,Fungicide,High,261.9822011,116.5271783,Medium,High
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,coconut,Neutral,Fungicide,High,321.2175396,116.2460941,Medium,High
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut,Neutral,Fungicide,High,255.8320141,104.7027843,Medium,High
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,coconut,Neutral,Fungicide,High,195.8488687,90.91695519,Medium,High
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,coconut,Neutral,Fungicide,High,296.5207117,142.1473353,Medium,High
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut,Neutral,Fungicide,High,218.8029055,119.9462638,Medium,High
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut,Neutral,Fungicide,High,247.4368283,107.0424691,Medium,High
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut,Neutral,Fungicide,High,260.588422,120.6407082,Medium,High
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut,Neutral,Fungicide,High,278.8671931,120.174887,Medium,High
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,coconut,Neutral,Fungicide,High,243.5009791,128.91139,Medium,High
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut,Neutral,Fungicide,High,161.0246392,75.67308168,Medium,High
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut,Neutral,Fungicide,High,289.9032598,127.2666466,Medium,High
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,coconut,Neutral,Fungicide,High,199.1161415,82.35004817,Medium,High
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut,Neutral,Fungicide,High,331.2408502,157.3835933,Medium,High
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut,Neutral,Fungicide,High,343.3336196,131.3739522,Medium,High
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut,Neutral,Fungicide,High,191.9448104,71.70442858,Medium,High
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,coconut,Neutral,Fungicide,High,237.5503563,80.72298897,Medium,High
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut,Neutral,Fungicide,High,302.7170536,131.7020318,Medium,High
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,coconut,Neutral,Fungicide,High,213.1034898,94.54775344,Medium,High
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,coconut,Neutral,Fungicide,High,282.0434384,165.0666906,Medium,High
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,coconut,Neutral,Fungicide,High,309.2602323,171.1083011,Medium,High
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,coconut,Neutral,Fungicide,High,191.3110019,86.13005569,Medium,High
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut,Neutral,Fungicide,High,243.9825078,105.513244,Medium,High
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,coconut,Neutral,Fungicide,High,314.1730616,153.0278711,Medium,High
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut,Neutral,Fungicide,High,267.9699742,110.8166939,Medium,High
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut,Neutral,Fungicide,High,286.1676359,136.4438487,Medium,High
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut,Neutral,Fungicide,High,314.2224532,134.9163564,Medium,High
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut,Neutral,Fungicide,High,252.7671229,109.965323,Medium,High
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,coconut,Neutral,Fungicide,High,291.368741,133.3197259,Medium,High
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut,Neutral,Fungicide,High,297.448752,106.9425071,Medium,High
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,coconut,Neutral,Fungicide,High,234.0301657,102.2110287,Medium,High
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut,Neutral,Fungicide,High,329.8623232,178.8150139,Medium,High
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,coconut,Neutral,Fungicide,High,266.5836073,116.3838928,Medium,High
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut,Neutral,Fungicide,High,296.2887024,136.5171207,Medium,High
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut,Neutral,Fungicide,High,314.7466975,134.0101712,Medium,High
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,coconut,Neutral,Fungicide,High,207.5665386,111.0337071,Medium,High
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut,Neutral,Fungicide,High,288.2651432,107.4439631,Medium,High
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,coconut,Neutral,Fungicide,High,303.8096739,167.0500357,Medium,High
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,coconut,Neutral,Fungicide,High,243.1282466,113.6709797,Medium,High
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut,Neutral,Fungicide,High,251.5661324,125.9915996,Medium,High
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,coconut,Neutral,Fungicide,High,226.9030769,120.4203704,Medium,High
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut,Neutral,Fungicide,High,302.6708258,120.1222841,Medium,High
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut,Neutral,Fungicide,High,350.3977562,176.6835998,Medium,High
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut,Neutral,Fungicide,High,260.0315782,141.7066304,Medium,High
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,coconut,Neutral,Fungicide,High,234.5011823,106.2930671,Medium,High
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,coconut,Neutral,Fungicide,High,221.9675586,80.92419008,Medium,High
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,coconut,Neutral,Fungicide,High,285.1518496,120.4311474,Medium,High
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut,Neutral,Fungicide,High,302.7685481,118.8334949,Medium,High
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut,Neutral,Fungicide,High,278.4957784,167.9620926,Medium,High
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut,Neutral,Fungicide,High,330.5692232,172.8259259,Medium,High
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut,Neutral,Fungicide,High,272.6990834,130.1425882,Medium,High
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,coconut,Neutral,Fungicide,High,178.2713014,75.79791137,Medium,High
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,coconut,Neutral,Fungicide,High,198.8306817,72.06421526,Medium,High
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,coconut,Neutral,Fungicide,High,273.3601389,84.11551342,Medium,High
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut,Neutral,Fungicide,High,297.4751925,133.9394117,Medium,High
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut,Neutral,Fungicide,High,214.1556718,75.61310979,Medium,High
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut,Neutral,Fungicide,High,227.4232479,136.3494902,Medium,High
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut,Neutral,Fungicide,High,275.0031255,156.5085751,Medium,High
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut,Neutral,Fungicide,High,274.211681,136.4952253,Medium,High
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,coconut,Neutral,Fungicide,High,170.0497662,78.05094349,Medium,High
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut,Neutral,Fungicide,High,313.6321632,150.5660572,Medium,High
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut,Neutral,Fungicide,High,244.7989367,141.8802948,Medium,High
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut,Neutral,Fungicide,High,208.5695205,114.9266558,Medium,High
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut,Neutral,Fungicide,High,284.0964268,140.2700355,Medium,High
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,coconut,Neutral,Fungicide,High,256.7632282,102.16939,Medium,High
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut,Neutral,Fungicide,High,299.3782598,142.9252264,Medium,High
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,coconut,Neutral,Fungicide,High,191.0448541,104.2881292,Medium,High
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,coconut,Neutral,Fungicide,High,259.1023922,135.1348633,Medium,High
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut,Neutral,Fungicide,High,348.3847181,144.2870076,Medium,High
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,coconut,Neutral,Fungicide,High,284.9977712,126.3921428,Medium,High
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,coconut,Neutral,Fungicide,High,291.386965,105.4989206,Medium,High
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,coconut,Neutral,Fungicide,High,267.8837889,145.443668,Medium,High
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut,Neutral,Fungicide,High,224.6813915,116.4330126,Medium,High
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut,Neutral,Fungicide,High,271.614266,146.2532138,Medium,High
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,coconut,Neutral,Fungicide,High,217.037716,72.35688104,Medium,High
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut,Neutral,Fungicide,High,244.2431522,117.4770649,Medium,High
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut,Neutral,Fungicide,High,240.0137404,131.2738646,Medium,High
40,22,29,27.55821802,99.98187601,5.735364307,174.6256481,coconut,Neutral,Fungicide,High,340.5357,119.9766385,Medium,High
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,coconut,Neutral,Fungicide,High,269.7395259,105.7779128,Medium,High
21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,coconut,Neutral,Fungicide,High,270.3146759,117.8004086,Medium,High
3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,coconut,Neutral,Fungicide,High,186.9411653,71.16709935,Medium,High
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut,Neutral,Fungicide,High,255.0071179,122.8239576,Medium,High
27,8,30,26.44600063,98.29937782,6.008386283,221.2258168,coconut,Neutral,Fungicide,High,259.6364272,111.7620627,Medium,High
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut,Neutral,Fungicide,High,246.7790073,98.50767483,Medium,High
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut,Neutral,Fungicide,High,312.4534514,136.424029,Medium,High
23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,coconut,Neutral,Fungicide,High,269.2341657,141.9078304,Medium,High
37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,coconut,Neutral,Fungicide,High,289.940828,158.2083189,Medium,High
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut,Neutral,Fungicide,High,275.8270172,110.5967316,Medium,High
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton,Nitrogen-Rich,Insecticide,High,706.0402232,631.3733928,Medium,Low
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton,Nitrogen-Rich,Fungicide,High,685.3944193,571.0639175,High,High
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton,Nitrogen-Rich,Insecticide,High,593.8586882,567.7994923,Medium,Low
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton,Nitrogen-Rich,Insecticide,High,702.7827278,665.0861126,Medium,Low
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton,Nitrogen-Rich,Fungicide,High,660.9696067,507.0501917,High,High
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,cotton,Nitrogen-Rich,Insecticide,High,683.2971892,568.3549958,High,Moderate
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton,Nitrogen-Rich,Insecticide,High,616.3251699,519.822013,High,Moderate
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton,Nitrogen-Rich,Herbicide,High,655.7516297,609.6983368,High,Moderate
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,cotton,Nitrogen-Rich,Insecticide,High,651.4619512,602.0442332,Medium,Low
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton,Neutral,Insecticide,High,721.6420502,641.122318,Medium,Low
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,cotton,Nitrogen-Rich,Fungicide,High,613.1025515,527.0907862,High,High
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton,Neutral,Fungicide,High,690.4810131,581.0962826,High,High
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton,Nitrogen-Rich,Insecticide,High,692.3476278,672.0840448,Medium,Low
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton,Nitrogen-Rich,Fungicide,High,601.661059,463.0822085,High,High
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton,Nitrogen-Rich,Fungicide,High,616.2573457,484.322513,High,High
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,cotton,Nitrogen-Rich,Fungicide,High,661.9393957,549.2477845,High,High
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton,Nitrogen-Rich,Insecticide,High,691.82219,609.1349204,High,Moderate
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,cotton,Nitrogen-Rich,Insecticide,High,576.9739137,557.3615953,Medium,Low
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton,Nitrogen-Rich,Insecticide,High,650.9137535,579.567837,Medium,Low
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton,Neutral,Insecticide,High,659.0265122,575.6606717,Medium,Low
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton,Nitrogen-Rich,Insecticide,High,637.4462893,557.0513361,High,Moderate
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton,Neutral,Insecticide,High,614.8637516,491.8334221,High,Moderate
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton,Nitrogen-Rich,Fungicide,High,603.9147728,531.3500582,High,Moderate
100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,cotton,Nitrogen-Rich,Fungicide,High,574.1711484,497.4077107,High,Moderate
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton,Nitrogen-Rich,Fungicide,High,655.8528561,530.4331016,High,High
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton,Neutral,Insecticide,High,637.1572044,617.1466037,Medium,Low
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton,Nitrogen-Rich,Fungicide,High,588.2762095,524.4284928,High,Moderate
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton,Nitrogen-Rich,Insecticide,High,702.3838806,586.378965,Medium,Low
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton,Nitrogen-Rich,Fungicide,High,686.776752,532.3042781,High,High
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton,Nitrogen-Rich,Herbicide,High,581.233407,577.0117647,Medium,Low
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton,Nitrogen-Rich,Insecticide,High,645.1555491,626.3338074,Medium,Low
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton,Neutral,Insecticide,High,621.8249711,556.6845301,Medium,Low
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton,Neutral,Fungicide,High,703.024637,561.161914,High,High
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton,Nitrogen-Rich,Insecticide,High,605.4526141,528.0090295,Medium,Low
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton,Neutral,Fungicide,High,702.1114016,574.6596948,High,High
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton,Nitrogen-Rich,Fungicide,High,637.3902565,478.4848842,High,High
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton,Nitrogen-Rich,Herbicide,High,613.284307,603.9595318,Medium,Low
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton,Nitrogen-Rich,Insecticide,High,603.7901473,571.2065523,Medium,Low
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton,Neutral,Insecticide,High,635.488067,594.2808388,Medium,Low
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton,Nitrogen-Rich,Insecticide,High,656.1044485,626.8499854,Medium,Low
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton,Nitrogen-Rich,Fungicide,High,608.8674537,477.7647822,High,High
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton,Nitrogen-Rich,Insecticide,High,685.5478798,591.0347863,High,Moderate
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton,Nitrogen-Rich,Fungicide,High,581.2049276,459.2623112,High,High
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton,Nitrogen-Rich,Insecticide,High,717.2954376,574.896758,High,Moderate
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton,Nitrogen-Rich,Insecticide,High,649.6816116,606.2881162,Medium,Low
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton,Nitrogen-Rich,Herbicide,High,604.4904809,606.4163596,Medium,Low
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton,Nitrogen-Rich,Insecticide,High,666.5045504,657.1002052,Medium,Low
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton,Nitrogen-Rich,Insecticide,High,593.5912017,587.1253375,Medium,Low
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton,Nitrogen-Rich,Insecticide,High,641.2615919,531.844261,High,Moderate
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton,Nitrogen-Rich,Insecticide,High,624.3166719,525.3532304,High,Moderate
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton,Nitrogen-Rich,Herbicide,High,699.9277258,702.4874445,Medium,Low
